book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
Ob2EAAAAIAAJ,python,A Grammar of Chichewa,A Bantu Language of British Central Africa,"Clement Manly Woodard,Dorothy May Paschall,Ernest Faber Haden,Frank Pierce Jones,Isidore Dyen,Jessie May Glenn,Margaret Whilldin Herr,Mark Hanna Watkins,Moshé Berkooz",N/A,OTHER,False,False,176,Akkadian language,en,http://books.google.com/books/content?id=Ob2EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1937,N/A
XyYlAQAAMAAJ,python,The Vivarium,N/A,N/A,N/A,OTHER,False,False,348,Herpetology,en,http://books.google.com/books/content?id=XyYlAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1994,N/A
WdLEXIQCRiUC,python,The Encyclopædia Britannica: Poll-Reeves,N/A,N/A,N/A,OTHER,False,True,1006,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=WdLEXIQCRiUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=WdLEXIQCRiUC&rdid=book-WdLEXIQCRiUC&rdot=1&source=gbs_api,1911,N/A
oHMpAQAAMAAJ,python,Grzimek's Animal Life Encyclopedia,N/A,Bernhard Grzimek,Turtles and tortoises to lizards and snakes.,ISBN_10,False,False,634,Nature,en,http://books.google.com/books/content?id=oHMpAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2003,Gale Cengage
gPrk-rQVaT0C,python,The Encyclopaedia Britannica: Pay to Ree,N/A,N/A,N/A,OTHER,False,True,1006,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=gPrk-rQVaT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=gPrk-rQVaT0C&rdid=book-gPrk-rQVaT0C&rdot=1&source=gbs_api,1911,N/A
QhK7un8Od2kC,python,The Encyclopaedia Britannica,"A Dictionary of Arts, Sciences, Literature and General Information",N/A,N/A,OTHER,False,True,1008,"N,/,A",en,http://books.google.com/books/content?id=QhK7un8Od2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=QhK7un8Od2kC&rdid=book-QhK7un8Od2kC&rdot=1&source=gbs_api,1911,N/A
bcdBAQAAMAAJ,python,Encyclopedia Britannica,"A Dictionary of Arts, Sciences, Literature and General Information",N/A,N/A,OTHER,False,True,2034,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=bcdBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=bcdBAQAAMAAJ&rdid=book-bcdBAQAAMAAJ&rdot=1&source=gbs_api,1911,N/A
QvLe6yulIzYC,python,The Encyclopædia Britannica,"A Dictionary of Arts, Sciences, Literature and General Information",N/A,N/A,OTHER,False,True,1010,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=QvLe6yulIzYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=QvLe6yulIzYC&rdid=book-QvLe6yulIzYC&rdot=1&source=gbs_api,1911,N/A
DhBTAAAAYAAJ,python,Encyclopedia Britannica,"A Dictionary of Arts, Sciences, Literature and General Information",Hugh Chisholm,N/A,OTHER,False,True,2026,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=DhBTAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=DhBTAAAAYAAJ&rdid=book-DhBTAAAAYAAJ&rdot=1&source=gbs_api,1911,N/A
zJAhAQAAIAAJ,python,Technology of Object-oriented Languages and Systems : TOOLS 23,"Proceedings : July 28-August 1, 1997, Santa Barbara, California","Raimund K. Ege,Madhu Singh,Bertrand Meyer","""This volume provides a wealth of new information about the latest advances in the O-O field. From analysis to environments, from frameworks to concurrency, from databases to distribution, it touches on all aspects of the technology, and will provide managers and developers with an up-to-date view of object-orientation and its future developments.""--BOOK JACKET. Title Summary field provided by Blackwell North America, Inc. All Rights Reserved.",OTHER,False,False,426,Computers,en,http://books.google.com/books/content?id=zJAhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1998,I E E E
KTMXwRP2L5kC,python,The Encyclopaedia Britannica: Poll-Reeves,N/A,N/A,"""The last great work of the age of reason, the final instance when all human knowledge could be presented with a single point of view ... Unabashed optimism, and unabashed racism, pervades many entries in the 11th, and provide its defining characteristics ... Despite its occasional ugliness, the reputation of the 11th persists today because of the staggering depth of knowledge contained with its volumes. It is especially strong in its biographical entries. These delve deeply into the history of men and women prominent in their eras who have since been largely forgotten - except by the historians, scholars""-- The Guardian, https://www.theguardian.com/books/booksblog/2012/apr/10/encyclopedia-britannica-11th-edition.",OTHER,False,True,1014,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=KTMXwRP2L5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=KTMXwRP2L5kC&rdid=book-KTMXwRP2L5kC&rdot=1&source=gbs_api,1911,N/A
HenNAAAAMAAJ,python,Moore's Monthly Magazine,N/A,N/A,N/A,OTHER,False,True,362,Locomotives,en,http://books.google.com/books/content?id=HenNAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=HenNAAAAMAAJ&rdid=book-HenNAAAAMAAJ&rdot=1&source=gbs_api,1921,N/A
8NNJAQAAMAAJ,python,"The Locomotive, Railway Carriage & Wagon Review",N/A,N/A,N/A,OTHER,False,True,358,Locomotives,en,http://books.google.com/books/content?id=8NNJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=8NNJAQAAMAAJ&rdid=book-8NNJAQAAMAAJ&rdot=1&source=gbs_api,1921,N/A
9zgfENgpYpgC,python,Snakes,N/A,Mervin F. Roberts,N/A,ISBN_10,False,False,86,Nature,en,http://books.google.com/books/content?id=9zgfENgpYpgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1990-04,TFH Publications
yqwKAQAAMAAJ,python,"Inventory of Live Reptiles and Amphibians in Captivity, Current January 1, 1985",N/A,Frank L. Slavens,N/A,OTHER,False,False,354,Amphibians,en,http://books.google.com/books/content?id=yqwKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1985,N/A
PzxaAAAAMAAJ,python,From Fringe to Flying Circus,"Celebrating a Unique Generation of Comedy, 1960-1980",Roger Wilmut,N/A,OTHER,False,False,298,Biography & Autobiography,en,http://books.google.com/books/content?id=PzxaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1980,London : Eyre Methuen
Hz0xAQAAMAAJ,python,The Country Gentleman,N/A,N/A,N/A,OTHER,False,True,1540,Agriculture,en,http://books.google.com/books/content?id=Hz0xAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=Hz0xAQAAMAAJ&rdid=book-Hz0xAQAAMAAJ&rdot=1&source=gbs_api,1920,N/A
uu4UAQAAMAAJ,python,Astronomical Data Analysis Software and Systems VIII,"Proceedings of a Meeting Held at Urbana, Illinois, USA, 1-4 November, 1998","David M. Mehringer,Raymond L. Plante,Douglas A. Roberts",N/A,ISBN_10,False,False,568,Astronomy,en,http://books.google.com/books/content?id=uu4UAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1999,N/A
syr5DwAAQBAJ,python,Numerical Methods in Physics with Python,N/A,Alex Gezerlis,"Bringing together idiomatic Python programming, foundational numerical methods, and physics applications, this is an ideal standalone textbook for courses on computational physics. All the frequently used numerical methods in physics are explained, including foundational techniques and hidden gems on topics such as linear algebra, differential equations, root-finding, interpolation, and integration. Accompanying the mathematical derivations are full implementations of dozens of numerical methods in Python, as well as more than 250 end-of-chapter problems. Numerical methods and physics examples are clearly separated, allowing this introductory book to be later used as a reference; the penultimate section in each chapter is an in depth project, tackling physics problems which cannot be solved without the use of a computer. Written primarily for students studying computational physics, this textbook brings the non-specialist quickly up to speed with Python before looking in detail at the numerical methods often used in the subject.",ISBN_13,False,True,606,Science,en,http://books.google.com/books/content?id=syr5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,52.99,USD,52.99,USD,https://play.google.com/store/books/details?id=syr5DwAAQBAJ&rdid=book-syr5DwAAQBAJ&rdot=1&source=gbs_api,2020-08-27,Cambridge University Press
-yEaOSChpkEC,python,Index-catalogue of Medical and Veterinary Zoology. Supplement 1-,N/A,United States. Bureau of Animal Industry. Zoological Division,N/A,OTHER,False,False,1068,Parasites,en,http://books.google.com/books/content?id=-yEaOSChpkEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1953,N/A
szpKAAAAYAAJ,python,"The Treasury of Natural History, Or a Popular Dictionary of Zoology",N/A,Samuel Maunder,N/A,OTHER,False,True,878,Zoology,en,http://books.google.com/books/content?id=szpKAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=szpKAAAAYAAJ&rdid=book-szpKAAAAYAAJ&rdot=1&source=gbs_api,1885,N/A
nfQ7AAAAMAAJ,python,Scientific American,N/A,N/A,Monthly magazine devoted to topics of general scientific interest.,OTHER,False,False,790,Science,en,http://books.google.com/books/content?id=nfQ7AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1932,N/A
DhBTAAAAYAAJ,python,Encyclopedia Britannica,"A Dictionary of Arts, Sciences, Literature and General Information",Hugh Chisholm,N/A,OTHER,False,True,2026,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=DhBTAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=DhBTAAAAYAAJ&rdid=book-DhBTAAAAYAAJ&rdot=1&source=gbs_api,1911,N/A
KTMXwRP2L5kC,python,The Encyclopaedia Britannica: Poll-Reeves,N/A,N/A,"""The last great work of the age of reason, the final instance when all human knowledge could be presented with a single point of view ... Unabashed optimism, and unabashed racism, pervades many entries in the 11th, and provide its defining characteristics ... Despite its occasional ugliness, the reputation of the 11th persists today because of the staggering depth of knowledge contained with its volumes. It is especially strong in its biographical entries. These delve deeply into the history of men and women prominent in their eras who have since been largely forgotten - except by the historians, scholars""-- The Guardian, https://www.theguardian.com/books/booksblog/2012/apr/10/encyclopedia-britannica-11th-edition.",OTHER,False,True,1014,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=KTMXwRP2L5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=KTMXwRP2L5kC&rdid=book-KTMXwRP2L5kC&rdot=1&source=gbs_api,1911,N/A
HenNAAAAMAAJ,python,Moore's Monthly Magazine,N/A,N/A,N/A,OTHER,False,True,362,Locomotives,en,http://books.google.com/books/content?id=HenNAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=HenNAAAAMAAJ&rdid=book-HenNAAAAMAAJ&rdot=1&source=gbs_api,1921,N/A
8NNJAQAAMAAJ,python,"The Locomotive, Railway Carriage & Wagon Review",N/A,N/A,N/A,OTHER,False,True,358,Locomotives,en,http://books.google.com/books/content?id=8NNJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=8NNJAQAAMAAJ&rdid=book-8NNJAQAAMAAJ&rdot=1&source=gbs_api,1921,N/A
4Cb3NBaQksIC,python,The Zoological Record,N/A,N/A,N/A,OTHER,False,False,1570,Animals,en,http://books.google.com/books/content?id=4Cb3NBaQksIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2001,N/A
9zgfENgpYpgC,python,Snakes,N/A,Mervin F. Roberts,N/A,ISBN_10,False,False,86,Nature,en,http://books.google.com/books/content?id=9zgfENgpYpgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1990-04,TFH Publications
yqwKAQAAMAAJ,python,"Inventory of Live Reptiles and Amphibians in Captivity, Current January 1, 1985",N/A,Frank L. Slavens,N/A,OTHER,False,False,354,Amphibians,en,http://books.google.com/books/content?id=yqwKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1985,N/A
syr5DwAAQBAJ,python,Numerical Methods in Physics with Python,N/A,Alex Gezerlis,"Bringing together idiomatic Python programming, foundational numerical methods, and physics applications, this is an ideal standalone textbook for courses on computational physics. All the frequently used numerical methods in physics are explained, including foundational techniques and hidden gems on topics such as linear algebra, differential equations, root-finding, interpolation, and integration. Accompanying the mathematical derivations are full implementations of dozens of numerical methods in Python, as well as more than 250 end-of-chapter problems. Numerical methods and physics examples are clearly separated, allowing this introductory book to be later used as a reference; the penultimate section in each chapter is an in depth project, tackling physics problems which cannot be solved without the use of a computer. Written primarily for students studying computational physics, this textbook brings the non-specialist quickly up to speed with Python before looking in detail at the numerical methods often used in the subject.",ISBN_13,False,True,606,Science,en,http://books.google.com/books/content?id=syr5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,52.99,USD,52.99,USD,https://play.google.com/store/books/details?id=syr5DwAAQBAJ&rdid=book-syr5DwAAQBAJ&rdot=1&source=gbs_api,2020-08-27,Cambridge University Press
Wws0AAAAMAAJ,python,Pretending and Meaning,Toward a Pragmatic Theory of Fictional Discourse,Richard Henry,"Since Plato, Western critics of literature have asked how it is possible for fiction writers to mean something serious. The outrage over Salman Rushdie's The Satanic Verses, published in 1988, highlighted our continued uneasiness over distinctions between fact and fiction, novel and history, truth and falsehood. The blasphemy charged against Rushdie raises important questions: Did Rushdie mean The Satanic Verses, or didn't he? When he publicly recanted, what did he mean? What do we even mean by mean? This is the starting point for Richard Henry's fascinating investigation of the pragmatic foundations of fictional discourse. Drawing from Paul Grice's interrogation of meaning and implicature, Henry offers a systematic correlation between what it is to pretend and what it is to mean, how the two concepts inform each other, and how it is possible to mean seriously and sincerely by purportedly pretended acts. Pretending and Meaning: Toward a Pragmatic Theory of Fictional Discourse draws upon Paul Grice's interrogation of meaning and implicature to offer a systematic correlation between what it is to pretend and what it is to mean, how the two concepts inform each other, and how it is possible to mean seriously and sincerely by purportedly pretended acts.",OTHER,False,False,152,History,en,http://books.google.com/books/content?id=Wws0AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1996-06-30,Praeger
